name,label,catchment,river,situation,easting,northing,x,y
SACT_L_Gar01,SACT_L_Gar01 - Abhainn Gleann a' Gharaidh - In bend section by old sheilings on Morsgail side of Garry burn,abhainn_ghriomarstaidh,Abhainn Gleann a' Gharaidh,In bend section by old sheilings on Morsgail side of Garry burn,115251,917494,-6.828767,58.05478
ALLT BUIDHE 1,"ALLT BUIDHE 1 - Allt Buidhe - U/S FROM BRIDGE, OPP. TRACK FOR HOUSE AT BEND.",appin_coastal,Allt Buidhe,"U/S FROM BRIDGE, OPP. TRACK FOR HOUSE AT BEND.",200701,744820,-5.244172,56.552938
ALLT BUIDHE 2,"ALLT BUIDHE 2 - Allt Buidhe - U/S FROM STEP FALLS, WALL ON RB.",appin_coastal,Allt Buidhe,"U/S FROM STEP FALLS, WALL ON RB.",200982,744663,-5.239488,56.551649
ALLT BUIDHE 3,ALLT BUIDHE 3 - Allt Buidhe - 150M D/S OF RUIN PLUS 50M D/S OF RB TRIB.,appin_coastal,Allt Buidhe,150M D/S OF RUIN PLUS 50M D/S OF RB TRIB.,202067,744311,-5.221599,56.54895
Argyll_0195,Argyll_0195 - River Creran - 50 m downstream of Ellerich bridge,appin_coastal,River Creran,50 m downstream of Ellerich bridge,204023,748487,-5.192992,56.587228
Creran2,Creran2 - River Creran - 100m D/S of bridge,appin_coastal,River Creran,100m D/S of bridge,201958,746701,-5.225194,56.570342
Creran4A,Creran4A - River Creran - D/S of confluence,appin_coastal,River Creran,D/S of confluence,203767,748305,-5.197016,56.585489
Creran7D,"Creran7D - River Creran - Upper mainstem, below Salachail house.",appin_coastal,River Creran,"Upper mainstem, below Salachail house.",205653,750888,-5.168298,56.609444
lola1,lola1 - An Lola - Upstream of Rd bridge,appin_coastal,An Lola,Upstream of Rd bridge,195933,745059,-5.321789,56.553035
lola5,"lola5 - An Lola - Upper mainstem - Upstream of bdrk section, downstream of old ruin on RB",appin_coastal,An Lola,"Upper mainstem - Upstream of bdrk section, downstream of old ruin on RB",197294,747044,-5.301239,56.571427
car3,car3 - Carnoch River,ardnamurchan_coastal,Carnoch River,,185440,760282,-5.5048,56.684865
Allt Gobhlach 1,Allt Gobhlach 1 - Allt Gobhlach - Upstream of weir,arran_coastal,Allt Gobhlach,Upstream of weir,187341,644068,-5.380893,55.643485
Allt Gobhlach 2,Allt Gobhlach 2 - Allt Gobhlach - Upstream of woody debris weir,arran_coastal,Allt Gobhlach,Upstream of woody debris weir,187408,644046,-5.379813,55.643317
Allt Gobhlach 3,"Allt Gobhlach 3 - Allt Gobhlach - From step fall up to bend, clearing on LB",arran_coastal,Allt Gobhlach,"From step fall up to bend, clearing on LB",187847,644096,-5.37289,55.643957
Allt Gobhlach 4,Allt Gobhlach 4 - Allt Gobhlach - Upstream of intake,arran_coastal,Allt Gobhlach,Upstream of intake,188884,643947,-5.356328,55.643072
Argyll_0354,Argyll_0354 - Glenrosa Water - Downstream of drain entering the right bank,arran_coastal,Glenrosa Water,Downstream of drain entering the right bank,200262,637362,-5.171068,55.588804
Garbh Allt 1,"Garbh Allt 1 - Garbh Allt - Monyquil farm, upstream of the ford and 10m downstream of watergate",arran_coastal,Garbh Allt,"Monyquil farm, upstream of the ford and 10m downstream of watergate",193923,635438,-5.27004,55.568904
Garbh Allt 2,Garbh Allt 2 - Garbh Allt - Upstream of bend and big boulder. Left hand side of river,arran_coastal,Garbh Allt,Upstream of bend and big boulder. Left hand side of river,193884,635606,-5.270782,55.570394
Garbh Allt 3,"Garbh Allt 3 - Garbh Allt - Upstream both sets of falls, upstream of bend up to pool",arran_coastal,Garbh Allt,"Upstream both sets of falls, upstream of bend up to pool",194289,636545,-5.26507,55.578989
Garbh Allt 4,"Garbh Allt 4 - Garbh Allt - Top site, upstream of intake",arran_coastal,Garbh Allt,"Top site, upstream of intake",194367,636972,-5.264153,55.582853
COLL01,COLL01 - Allt mor (North) - 2m u/s of rd culvert,coll_coastal,Allt mor (North),2m u/s of rd culvert,124994,763380,-6.491974,56.680985
COLL02,"COLL02 - Clabhach burn - u/s of ford, u/s of rd bridge",coll_coastal,Clabhach burn,"u/s of ford, u/s of rd bridge",118220,758710,-6.59708,56.635135
COLL03,COLL03 - Cliad burn - d/s of road crossing,coll_coastal,Cliad burn,d/s of road crossing,120077,759809,-6.568095,56.646089
COLL04,COLL04 - Loch na cloich burn - u/s from rd bridge,coll_coastal,Loch na cloich burn,u/s from rd bridge,123455,762820,-6.516414,56.675062
COLL05,COLL05 - Torastan burn - u/s of rd bridge,coll_coastal,Torastan burn,u/s of rd bridge,122674,762262,-6.528518,56.669603
COLL06,COLL06 - Allt an inbhive - u/s from 2nd watergate u/s of rd.,coll_coastal,Allt an inbhive,u/s from 2nd watergate u/s of rd.,122400,763250,-6.53404,56.678288
COLL07,COLL07 - Allt a' mhuilinn - u/s of rd/mill house,coll_coastal,Allt a' mhuilinn,u/s of rd/mill house,118611,754869,-6.586545,56.600974
COLL08,COLL08 - Allt loch na romaird - 250m d/s from rd,coll_coastal,Allt loch na romaird,250m d/s from rd,121126,755859,-6.546779,56.611341
COLL09,COLL09 - Arinagour burn - 20m u/s of collapsed wooden slat bridge,coll_coastal,Arinagour burn,20m u/s of collapsed wooden slat bridge,122217,758742,-6.53216,56.637808
COLL09a,COLL09a - Arinagour burn - Lower mainstem. u/s LB trib. junc.,coll_coastal,Arinagour burn,Lower mainstem. u/s LB trib. junc.,122363,758385,-6.529404,56.634697
COLL10,COLL10 - Allt mor (South) - 15m d/s of rd bridge,coll_coastal,Allt mor (South),15m d/s of rd bridge,116802,754662,-6.615686,56.598031
COLL11,"COLL11 - Lodge burn - u/s of new build, access lane culvert, d/s of rd fork.",coll_coastal,Lodge burn,"u/s of new build, access lane culvert, d/s of rd fork.",122288,757288,-6.529443,56.624829
COLL12,"COLL12 - Hyne burn - down access track, 1st 50m section burn that you come to adjacent to track.",coll_coastal,Hyne burn,"down access track, 1st 50m section burn that you come to adjacent to track.",120144,754856,-6.561642,56.601774
COLLI01,COLLI01 - Allt an ghlinne - 200m u/s of tidal reach,colonsay_coastal,Allt an ghlinne,200m u/s of tidal reach,136178,991566,-6.560326,58.730907
COLLI02,COLLI02 - Airport burn - U/S of track/ford 100m up from sea on south side of airfield,colonsay_coastal,Airport burn,U/S of track/ford 100m up from sea on south side of airfield,135753,692910,-6.245953,56.055844
COLLI03,"COLLI03 - Allt staosnaig - D/S of rd, 150m u/s of wall line",colonsay_coastal,Allt staosnaig,"D/S of rd, 150m u/s of wall line",138485,693368,-6.202652,56.061448
COLLI04,COLLI04 - Abhainn a' mhuilinn - 100 d/s of pond/dam obstacle,colonsay_coastal,Abhainn a' mhuilinn,100 d/s of pond/dam obstacle,139447,696673,-6.190463,56.091587
COLLI05,COLLI05 - Abhainn a' mhuilinn - 150m u/s of tidal reach,colonsay_coastal,Abhainn a' mhuilinn,150m u/s of tidal reach,140011,697604,-6.182329,56.100237
COLLI06,COLLI06 - Sruthan na h-ulaidhe - U/S of fenceline that runs down from farm,colonsay_coastal,Sruthan na h-ulaidhe,U/S of fenceline that runs down from farm,141207,999623,-6.483039,58.806084
BMB01,"BMB01 - Burnmakiman Burn - U/s of gorge, d/s of drained lochan",cowal_and_clyde_sealochs_coast,Burnmakiman Burn,"U/s of gorge, d/s of drained lochan",214144,672413,-4.974986,55.908813
BMB02,"BMB02 - Burnmakiman Burn - U/s of track culvert - Start @ LWD across stream, finish adj. to end of wall on LB",cowal_and_clyde_sealochs_coast,Burnmakiman Burn,"U/s of track culvert - Start @ LWD across stream, finish adj. to end of wall on LB",213983,672867,-4.97787,55.912825
Blairbeg 1,Blairbeg 1 - Blairbeg Burn (Clyde) - Downstream of watergate,cowal_and_clyde_sealochs_coast,Blairbeg Burn (Clyde),Downstream of watergate,219243,683210,-4.900771,56.00764
Blairbeg 2,Blairbeg 2 - Blairbeg Burn (Clyde) - Adjacent to farm house,cowal_and_clyde_sealochs_coast,Blairbeg Burn (Clyde),Adjacent to farm house,219127,683237,-4.902648,56.007838
Blairbeg 3,Blairbeg 3 - Blairbeg Burn (Clyde) - Upstream of bridge,cowal_and_clyde_sealochs_coast,Blairbeg Burn (Clyde),Upstream of bridge,218856,683234,-4.906986,56.007709
Blairbeg 4,Blairbeg 4 - Blairbeg Burn (Clyde) - Eas na Beiste confluence,cowal_and_clyde_sealochs_coast,Blairbeg Burn (Clyde),Eas na Beiste confluence,218420,683392,-4.914076,56.008962
Donich1,Donich1 - Donich Water - 40m D/S of track bridge,cowal_and_clyde_sealochs_coast,Donich Water,40m D/S of track bridge,220199,701904,-4.89804,56.175742
milt01,"milt01 - Milton Burn - Lower Main-stem, RB channel @ Island u/s of houses",cowal_and_clyde_sealochs_coast,Milton Burn,"Lower Main-stem, RB channel @ Island u/s of houses",215874,674602,-4.948842,55.92912
Add 10,Add 10 - Tibertich - upstream of falls,eilean_fladday_coastal,,Tibertich - upstream of falls,184644,702548,-5.470239,56.166778
Add 4,Add 4 - At forestry road junction,eilean_fladday_coastal,,At forestry road junction,191248,694755,-5.357976,56.099821
Add 5,Add 5 - Downstream of fish pass on hydro intake,eilean_fladday_coastal,,Downstream of fish pass on hydro intake,193267,695768,-5.32636,56.109785
Add 7,Add 7 - Downstream of Mill at roadside,eilean_fladday_coastal,,Downstream of Mill at roadside,183996,695088,-5.474609,56.099585
Add 9,Add 9 - Carnasseries car park,eilean_fladday_coastal,,Carnasseries car park,184011,700420,-5.478686,56.147408
Allt Hallater 1,Allt Hallater 1 - Allt Hallater - Upstream of track bridge,etive_coastal,Allt Hallater,Upstream of track bridge,215388,737475,-5.000385,56.493044
Allt Hallater 2,"Allt Hallater 2 - Allt Hallater - Right Hand Branch, upstream of track bridge",etive_coastal,Allt Hallater,"Right Hand Branch, upstream of track bridge",215364,737426,-5.00074,56.492595
Allt a Bhiorain 01,Allt a Bhiorain 01 - Allt a' Bhiorain,etive_coastal,Allt a' Bhiorain,,211400,745400,-5.070813,56.562559
Esragan01,Esragan01 - River Esragan - d/s track bridge,etive_coastal,River Esragan,d/s track bridge,199063,735059,-5.263235,56.464691
Esragan02,"Esragan02 - River Esragan - u/s main road bridge, in RB braid",etive_coastal,River Esragan,"u/s main road bridge, in RB braid",198705,735683,-5.269517,56.470135
Esragan03,Esragan03 - River Esragan - Main channel u/s of island braid,etive_coastal,River Esragan,Main channel u/s of island braid,198741,735751,-5.268986,56.47076
H1,H1 - River Kinglass - GLIDE UPSTREAM OF BEDROCK SECTION,etive_coastal,River Kinglass,GLIDE UPSTREAM OF BEDROCK SECTION,218233,740673,-4.956476,56.522844
H10,H10 - Allt dhoireann - LB TRIB @ ISLAND,etive_coastal,Allt dhoireann,LB TRIB @ ISLAND,214753,736129,-5.009727,56.480719
H11,H11 - Allt chaluim - D/S OF ISLAND BRAID,etive_coastal,Allt chaluim,D/S OF ISLAND BRAID,214060,735782,-5.020715,56.477333
H12,"H12 - Allt easan - D/S OF WF, U/S OF BRAIDS.",etive_coastal,Allt easan,"D/S OF WF, U/S OF BRAIDS.",213488,735475,-5.029768,56.474353
H13,H13 - Allt easan - UP THROUGH TREE ENCLOSED SECTION,etive_coastal,Allt easan,UP THROUGH TREE ENCLOSED SECTION,213440,735660,-5.030679,56.475993
H14,H14 - Allt easan - BETWEEN CONFLUENCE AND FOOT BRIDGE.,etive_coastal,Allt easan,BETWEEN CONFLUENCE AND FOOT BRIDGE.,213461,735715,-5.030378,56.476495
H2,H2 - River Kinglass - Riffle section d/s of pool d/s of WF,etive_coastal,River Kinglass,Riffle section d/s of pool d/s of WF,218449,740445,-4.952811,56.520882
H3,H3 - Coire Beithe - U/S OF BEDROCK. FINISH NEXT TO DEER FENCE,etive_coastal,Coire Beithe,U/S OF BEDROCK. FINISH NEXT TO DEER FENCE,218722,640498,-4.880638,55.624168
H4,H4 - River Kinglass - 100M D/S OF BRIDGE. LB BRAID U/S OF WF.,etive_coastal,River Kinglass,100M D/S OF BRIDGE. LB BRAID U/S OF WF.,218526,639823,-4.883301,55.618038
H5,H5 - Allt nan clach sgoilte - 60M U/S OF MAINSTEM CONFLUENCE,etive_coastal,Allt nan clach sgoilte,60M U/S OF MAINSTEM CONFLUENCE,218313,739261,-4.954191,56.510206
H6,"H6 - River Kinglass - U/S OF FALLS, ADJ.,TO TRACK ON RB",etive_coastal,River Kinglass,"U/S OF FALLS, ADJ.,TO TRACK ON RB",217731,738983,-4.96344,56.507487
H7,H7 - Eas a bhinnein - THROUGH FORD AREA. START JUST BELOW.,etive_coastal,Eas a bhinnein,THROUGH FORD AREA. START JUST BELOW.,217226,738633,-4.971388,56.504151
H8,H8 - Allt nan clach sgoilte - START NEXT TO OLD TREE TRUNK ON LB NEXT TO COTTAGE,etive_coastal,Allt nan clach sgoilte,START NEXT TO OLD TREE TRUNK ON LB NEXT TO COTTAGE,216841,738310,-4.977407,56.501103
H9,H9 - Allt dhoireann/Allt cos charragh - U/S OF MAINSTEM CONFLUENCE,etive_coastal,Allt dhoireann/Allt cos charragh,U/S OF MAINSTEM CONFLUENCE,214525,736161,-5.013446,56.480917
Kinglass 01,Kinglass 01 - River Kinglass,etive_coastal,River Kinglass,,208073,737319,-5.118898,56.48872
Kinglass 02,Kinglass 02 - River Kinglass - RH channel first braid,etive_coastal,River Kinglass,RH channel first braid,210259,736528,-5.082875,56.48251
Kinglass 09,Kinglass 09 - River Kinglass - Middle mainstream - acharn ruins - start u/s of RB trib.,etive_coastal,River Kinglass,Middle mainstream - acharn ruins - start u/s of RB trib.,212994,735702,-5.037939,56.476193
Kinglass 13,Kinglass 13 - River Kinglass,etive_coastal,River Kinglass,,213887,735939,-5.023632,56.478673
Kinglass 18,Kinglass 18 - River Kinglass,etive_coastal,River Kinglass,,216158,738095,-4.988335,56.498908
Kinglass 20,Kinglass 20 - River Kinglass,etive_coastal,River Kinglass,,216485,738289,-4.983167,56.500776
Nant 01,Nant 01 - River Nant - Main riffle d/s of lower bridge,etive_coastal,River Nant,Main riffle d/s of lower bridge,200435,731545,-5.23832,56.433754
Nant 02,Nant 02 - River Nant - Lower u/s of railway bridge,etive_coastal,River Nant,Lower u/s of railway bridge,200850,731094,-5.231258,56.429884
Nant 03,"Nant 03 - River Nant - Middle, u/s of road bridge, adjacent to mill house. finish at power lines",etive_coastal,River Nant,"Middle, u/s of road bridge, adjacent to mill house. finish at power lines",200909,730459,-5.229819,56.424213
Nant 03a,"Nant 03a - River Nant - LB trib of Nant. U/s of hotel, start at fence field line",etive_coastal,River Nant,"LB trib of Nant. U/s of hotel, start at fence field line",200301,730913,-5.240007,56.428029
Nant 04,Nant 04 - River Nant - D/s of glen nant car park,etive_coastal,River Nant,D/s of glen nant car park,201966,727370,-5.210374,56.39695
Nant 05,Nant 05 - River Nant - Mid/upper RB trib - u/s of Glenant car park between fallen trees.,etive_coastal,River Nant,Mid/upper RB trib - u/s of Glenant car park between fallen trees.,202049,727116,-5.20884,56.394706
Nant 06,Nant 06 - River Nant - Upper mainstem - 50m d/s of fish ladder @ easnan,etive_coastal,River Nant,Upper mainstem - 50m d/s of fish ladder @ easnan,201282,726619,-5.220868,56.389926
Nant 07,Nant 07 - River Nant - Upper mainstem u/s of Eas nan clag WF,etive_coastal,River Nant,Upper mainstem u/s of Eas nan clag WF,201226,726479,-5.221668,56.388647
Nant 07a,"Nant 07a - River Nant - RB trib of Nant, u/s of Eas nan clag.",etive_coastal,River Nant,"RB trib of Nant, u/s of Eas nan clag.",201216,726413,-5.221779,56.388051
Noe 01,"Noe 01 - River Noe - d/s of bridge, start u/s of pool adjacent to dump at boulder.",etive_coastal,River Noe,"d/s of bridge, start u/s of pool adjacent to dump at boulder.",204971,734180,-5.166847,56.459288
Noe 02,Noe 02 - River Noe - Middle mainsteam island RH channel. Start 20m u/s of d/s end of island - finish at LWD.,etive_coastal,River Noe,Middle mainsteam island RH channel. Start 20m u/s of d/s end of island - finish at LWD.,205663,734105,-5.155579,56.458901
Noe 03,Noe 03 - River Noe - Middle mainstem - u/s of island in riffle section at ford.,etive_coastal,River Noe,Middle mainstem - u/s of island in riffle section at ford.,205782,734083,-5.153635,56.458752
Noe 04,Noe 04 - River Noe - d/s of falls and sheep pen,etive_coastal,River Noe,d/s of falls and sheep pen,205971,734057,-5.150554,56.458597
Noe 05,Noe 05 - River Noe - From LB trib confluence upto bend next to fence - start at ford,etive_coastal,River Noe,From LB trib confluence upto bend next to fence - start at ford,205865,734043,-5.152261,56.458428
SEPA_469064,SEPA_469064 - River Nant - Fished from start of riffle u/s to big boulder RB by layby,etive_coastal,River Nant,Fished from start of riffle u/s to big boulder RB by layby,201473,729059,-5.219628,56.411893
SEPA_469065,SEPA_469065 - River Nant - Site ends 10m d/s bridge at concrete wall LB,etive_coastal,River Nant,Site ends 10m d/s bridge at concrete wall LB,200467,731498,-5.237766,56.433346
2ai,2ai - U/S culvert opposite glasshouse,fiaray_coastal,,U/S culvert opposite glasshouse,209107,709744,-5.082084,56.241763
2bi,"2bi - Allt Riabhachan, U/S salmon leaps, fallen tree on LB marks D/S limit",fiaray_coastal,,"Allt Riabhachan, U/S salmon leaps, fallen tree on LB marks D/S limit",208785,710199,-5.087601,56.245716
2bii,"2bii - U/S road bridge, above cattle fence, below falls",fiaray_coastal,,"U/S road bridge, above cattle fence, below falls",208490,710072,-5.092262,56.244458
2ci,"2ci - 200m U/S of mainstem, start at LB moss covered stump in line with RB large boulder",fiaray_coastal,,"200m U/S of mainstem, start at LB moss covered stump in line with RB large boulder",208664,710480,-5.089753,56.248188
2cii,2cii - Between  A816 and forestry track,fiaray_coastal,,Between  A816 and forestry track,208456,710433,-5.093071,56.247683
4B,"4B - Eas na do Raibhaich, 30m U/S of bridge on new forestry track",fiaray_coastal,,"Eas na do Raibhaich, 30m U/S of bridge on new forestry track",208705,712420,-5.090496,56.265609
5b,5b - 25m U/S of confluence with mainstem,fiaray_coastal,,25m U/S of confluence with mainstem,209125,713283,-5.084349,56.27352
6e,6e - U/S of road culvert,fiaray_coastal,,U/S of road culvert,208644,713432,-5.092213,56.274663
7E,7E - Upstream of old road bridge,fiaray_coastal,,Upstream of old road bridge,208700,714900,-5.092374,56.287855
8a,8a - D/S Ladyfield bridge,fiaray_coastal,,D/S Ladyfield bridge,208850,715497,-5.090387,56.293272
9a,9a - U/S deer fence,fiaray_coastal,,U/S deer fence,216489,709139,-4.962723,56.239243
9bi,"9bi - U/S of falls, above island and bedrock step",fiaray_coastal,,"U/S of falls, above island and bedrock step",216699,709585,-4.959648,56.243326
Aray 1,Aray 1 - Riffle / Glide downstream of left hand bend (upstream of castle).,fiaray_coastal,,Riffle / Glide downstream of left hand bend (upstream of castle).,209400,709400,-5.077116,56.238795
Aray 10a,"Aray 10a - Carness, upstream of parking area",fiaray_coastal,,"Carness, upstream of parking area",209400,717500,-5.082962,56.311462
Aray 10b,Aray 10b - 100m upstream of  road bridge,fiaray_coastal,,100m upstream of  road bridge,209300,718000,-5.084938,56.315908
Aray 10c,"Aray 10c - East Tributary, 10m upstream of forestry fence/boundary",fiaray_coastal,,"East Tributary, 10m upstream of forestry fence/boundary",209400,718000,-5.083324,56.315948
Aray 2,Aray 2 - Downstream of confluence with fish farm burn.,fiaray_coastal,,Downstream of confluence with fish farm burn.,208600,711200,-5.091306,56.254622
Aray 3,Aray 3 - Downstream of confluence with the Erallich Water. Starting at old shed om right bank.,fiaray_coastal,,Downstream of confluence with the Erallich Water. Starting at old shed om right bank.,208950,712350,-5.086496,56.265079
Aray 4,Aray 4 - 20m upstream of bridge,fiaray_coastal,,20m upstream of bridge,208850,712400,-5.088144,56.265488
Aray 4A,Aray 4A - Erallich Water. Downstream of High Blantyre bridge,fiaray_coastal,,Erallich Water. Downstream of High Blantyre bridge,207850,711900,-5.103902,56.260599
Aray 6B,"Aray 6B - Stronmagachan, upstream from confluence with Allt a Mhagarain",fiaray_coastal,,"Stronmagachan, upstream from confluence with Allt a Mhagarain",208700,714300,-5.091939,56.282473
Aray 6C,Aray 6C - 50m upstream of confluence with main river,fiaray_coastal,,50m upstream of confluence with main river,208600,714400,-5.093624,56.283329
Aray 7,Aray 7 - Upstream from large oak tree on right bank,fiaray_coastal,,Upstream from large oak tree on right bank,208800,714700,-5.090616,56.286101
Aray 7A,Aray 7A - Upper site in Drimfern field. Run and riffle 100m downstream of fence-line,fiaray_coastal,,Upper site in Drimfern field. Run and riffle 100m downstream of fence-line,208800,714800,-5.090688,56.286998
Aray 7B,"Aray 7B - Middle/upper  of Drimfirn field, riffle/glide downstream of right bend",fiaray_coastal,,"Middle/upper  of Drimfirn field, riffle/glide downstream of right bend",208850,714700,-5.089809,56.286122
Aray 7C,"Aray 7C - Lower section of Drimfirn field, riffle  glide upstream of power line",fiaray_coastal,,"Lower section of Drimfirn field, riffle  glide upstream of power line",208800,714550,-5.090507,56.284756
Aray 8,"Aray 8 - Directly below parking space, upstream of old dear fence",fiaray_coastal,,"Directly below parking space, upstream of old dear fence",209100,716300,-5.086935,56.300576
Aray 9a,Aray 9a - 50m upstream of confluence,fiaray_coastal,,50m upstream of confluence,209200,716650,-5.085574,56.303756
Aray 9b,"Aray 9b - Upstream of confluence with main river, above stone wall",fiaray_coastal,,"Upstream of confluence with main river, above stone wall",209300,716700,-5.083997,56.304245
BALNAKAILLY BURN SITE 1,BALNAKAILLY BURN SITE 1 - Balnakailly,island_of_bute_coastal,Balnakailly,,202212,674216,-5.166881,55.920233
BALNAKAILLY BURN SITE 2,BALNAKAILLY BURN SITE 2 - Balnakailly,island_of_bute_coastal,Balnakailly,,202267,740920,-5.21577,56.518618
BALNAKAILLY BURN SITE 2B,BALNAKAILLY BURN SITE 2B - Balnakailly,island_of_bute_coastal,Balnakailly,,201936,673697,-5.17091,55.915463
BALNAKAILLY BURN SITE 3,BALNAKAILLY BURN SITE 3 - Balnakailly,island_of_bute_coastal,Balnakailly,,201949,673480,-5.170543,55.913522
BALNAKAILLY BURN SITE 4,BALNAKAILLY BURN SITE 4 - Balnakailly,island_of_bute_coastal,Balnakailly,,201996,673257,-5.169629,55.911541
Argyll_0188,Argyll_0188 - Glencannel River - Downstream of right bank tributary,island_of_mull_coastal,Glencannel River,Downstream of right bank tributary,159631,734657,-5.90139,56.442637
Argyll_0227,Argyll_0227 - Eas Corrach - 100 m Upstream of farm track bridge,island_of_mull_coastal,Eas Corrach,100 m Upstream of farm track bridge,151400,745654,-6.045054,56.536923
Argyll_0359,Argyll_0359 - Lussa River (Mull) - Downstream quarter of bend Upstream of riffle.,island_of_mull_coastal,Lussa River (Mull),Downstream quarter of bend Upstream of riffle.,165134,732156,-5.810088,56.422989
Aros1,Aros1 - Aros River - D/S of stepping stones,island_of_mull_coastal,Aros River,D/S of stepping stones,155449,744907,-5.978675,56.532352
Aros15,Aros15 - Allt an Tigh Mhor - 10 m Upstream of road crossing,island_of_mull_coastal,Allt an Tigh Mhor,10 m Upstream of road crossing,155583,744755,-5.976359,56.531059
Aros4,Aros4 - Aros River - 30 d/s of LB trib.,island_of_mull_coastal,Aros River,30 d/s of LB trib.,153884,745475,-6.004594,56.536626
Aros6,Aros6 - Aros River - Ledmore burn - tri. Joins Aros on LB.,island_of_mull_coastal,Aros River,Ledmore burn - tri. Joins Aros on LB.,152194,745595,-6.032119,56.536814
Forsa2019_001,Forsa2019_001 - Allt an Doire Bheithe,island_of_mull_coastal,Allt an Doire Bheithe,,159347,738457,-5.909489,56.476552
Forsa2019_002,Forsa2019_002 - Allt na Laith-dhoire - Upstream of impassable waterfall at 161696 737384,island_of_mull_coastal,Allt na Laith-dhoire,Upstream of impassable waterfall at 161696 737384,161692,737283,-5.870435,56.46722
Forsa2019_003,Forsa2019_003 - Allt Coire nam Each - Downstream of confluence with Forestry drain,island_of_mull_coastal,Allt Coire nam Each,Downstream of confluence with Forestry drain,160806,741199,-5.888375,56.501872
Forsa2019_004,Forsa2019_004 - River Forsa - Downstream of boulder weir (above bend),island_of_mull_coastal,River Forsa,Downstream of boulder weir (above bend),160904,739533,-5.885258,56.486989
Forsa2019_005,Forsa2019_005 - River Forsa - Upstream of Bedrock on right bank to large in-stream boulder by right bank tributary.,island_of_mull_coastal,River Forsa,Upstream of Bedrock on right bank to large in-stream boulder by right bank tributary.,161396,738514,-5.876354,56.478105
Forsa2019_006,Forsa2019_006 - River Forsa - Mainstem at Killbeg,island_of_mull_coastal,River Forsa,Mainstem at Killbeg,160237,741836,-5.898184,56.507292
Forsa2019_007,Forsa2019_007 - River Forsa - Mainstem downstream of Allt na Chriche confluence. Braid downstream of broken weir.,island_of_mull_coastal,River Forsa,Mainstem downstream of Allt na Chriche confluence. Braid downstream of broken weir.,160749,740530,-5.888685,56.495846
Forsa2019_008,Forsa2019_008 - River Forsa - Mainstem upstream of Gaodhail River confluence,island_of_mull_coastal,River Forsa,Mainstem upstream of Gaodhail River confluence,161180,738673,-5.879998,56.47942
Forsa2019_009,Forsa2019_009 - River Forsa - Mainstem downstream of Tomsleibhe tributary confluence. Site in glide between two large mid-stream boulders,island_of_mull_coastal,River Forsa,Mainstem downstream of Tomsleibhe tributary confluence. Site in glide between two large mid-stream boulders,161635,738100,-5.872105,56.474515
Forsa2019_010,Forsa2019_010 - River Forsa - Mainstem downstream of Killbeg. Boulder & glide / run downstream of bend,island_of_mull_coastal,River Forsa,Mainstem downstream of Killbeg. Boulder & glide / run downstream of bend,160150,741922,-5.899673,56.508018
Forsa2019_011,Forsa2019_011 - Allt an Eas Dhuibh - Upstream of back-channel confluence with tributary,island_of_mull_coastal,Allt an Eas Dhuibh,Upstream of back-channel confluence with tributary,160870,740336,-5.886546,56.494169
Forsa2019_012,Forsa2019_012 - River Forsa - In straightened forestry section downstream of left bank tributary,island_of_mull_coastal,River Forsa,In straightened forestry section downstream of left bank tributary,163856,735725,-5.833984,56.454344
Forsa2019_013,Forsa2019_013 - River Forsa - Mainstem downstream of Allt Sloc Eoghainn right bank tributary,island_of_mull_coastal,River Forsa,Mainstem downstream of Allt Sloc Eoghainn right bank tributary,162235,737610,-5.86194,56.470426
Forsa2019_014,Forsa2019_014 - Unnamed tributary - Unamed right bank drain upstream of Pennygown Farm.,island_of_mull_coastal,Unnamed tributary,Unamed right bank drain upstream of Pennygown Farm.,159780,742622,-5.906317,56.514104
Forsa2019_015,Forsa2019_015 - Allt Goirtein nan Crann - Between two riffles / rock steps,island_of_mull_coastal,Allt Goirtein nan Crann,Between two riffles / rock steps,161182,739840,-5.881035,56.489882
Forsa2019_016,Forsa2019_016 - River Forsa - Upstream of right bank tributary confluence,island_of_mull_coastal,River Forsa,Upstream of right bank tributary confluence,163545,736324,-5.83956,56.459557
Forsa2019_017,Forsa2019_017 - Gaodhail River - Between two bedrock steps,island_of_mull_coastal,Gaodhail River,Between two bedrock steps,160610,738224,-5.888819,56.475107
Forsa2019_018,Forsa2019_018 - River Forsa - Upstream of large pool,island_of_mull_coastal,River Forsa,Upstream of large pool,160516,741436,-5.893293,56.503849
Forsa2019_019,Forsa2019_019 - River Forsa - Downstream of bend and right bank tributary,island_of_mull_coastal,River Forsa,Downstream of bend and right bank tributary,160695,741246,-5.890218,56.502237
Forsa2019_020,Forsa2019_020 - River Forsa - Between two bedrock steps,island_of_mull_coastal,River Forsa,Between two bedrock steps,160965,739119,-5.88389,56.483309
Forsa2019_041,Forsa2019_041 - Allt na Laith-dhoire - 100 m upstream of confluence,island_of_mull_coastal,Allt na Laith-dhoire,100 m upstream of confluence,161692,737860,-5.870962,56.472392
Forsa2019_042,Forsa2019_042 - River Forsa - First riffle downstream of A849  main road bridge,island_of_mull_coastal,River Forsa,First riffle downstream of A849  main road bridge,159740,742928,-5.907248,56.516826
