name,label,catchment,river,situation,easting,northing,x,y
Barr 10,Barr 10 - Allt Mor at Arinanuan - willow tree to ford,unknown,,Allt Mor at Arinanuan - willow tree to ford,173312,639015,-5.599188,55.591833
Barr 4b,Barr 4b - Allt a Mhuillin - upstream of new culvert,unknown,,Allt a Mhuillin - upstream of new culvert,169452,637298,-5.658875,55.574625
Barr 7,Barr 7 - Tributary stream at Dun,unknown,,Tributary stream at Dun,170424,637702,-5.643826,55.578707
Barr 8,Barr 8 - Mainstem 30m downstream of field gate at Arnicle,unknown,,Mainstem 30m downstream of field gate at Arnicle,171235,638165,-5.631372,55.58324
Barr 9,Barr 9 - Allt nan Dearc - upstream of watergate at Arinanuan,unknown,,Allt nan Dearc - upstream of watergate at Arinanuan,173170,639050,-5.601465,55.592081
CL01,CL01 - Tidal zone (low tide) in bottom field opposite fallen tree,unknown,,Tidal zone (low tide) in bottom field opposite fallen tree,187200,656300,-5.39263,55.753137
CL02,CL02 - 50m above road bridge on B842,unknown,,50m above road bridge on B842,186900,656700,-5.397714,55.756593
CL03,CL03 - In field opposite Auchavae Farm house directly upstream of bend in river,unknown,,In field opposite Auchavae Farm house directly upstream of bend in river,186600,657500,-5.403111,55.763636
CL04,CL04 - Bruiland - Upstream of swing bridge up to tributary junction,unknown,,Bruiland - Upstream of swing bridge up to tributary junction,186500,658000,-5.405093,55.768076
CL10,CL10 - Upstream of junction with Loch Cruinn outlat burn,unknown,,Upstream of junction with Loch Cruinn outlat burn,184400,658800,-5.439135,55.77432
CL11,CL11 - Mid-way between junctions of Larachmor Burn and Loch Cruinn outflow burn,unknown,,Mid-way between junctions of Larachmor Burn and Loch Cruinn outflow burn,184600,658600,-5.435795,55.772616
COL1,"COL1 - Upper river, upstream of bridge apron",unknown,,"Upper river, upstream of bridge apron",160500,729900,-5.882975,56.40044
COL2,COL2 - Mainstem at Craig. In front of old cottage between two old fence posts,unknown,,Mainstem at Craig. In front of old cottage between two old fence posts,158500,729600,-5.915026,56.396733
COL3,COL3 - Opposite cottage adjacent to forestry fence,unknown,,Opposite cottage adjacent to forestry fence,158400,729400,-5.916458,56.394889
COL4,COL4 - Downstream of falls section. Downstream of island.,unknown,,Downstream of falls section. Downstream of island.,157500,730000,-5.931558,56.399806
COL5,COL5 - 100m downstream of bridge up to forestry drain on left bank,unknown,,100m downstream of bridge up to forestry drain on left bank,156400,730600,-5.949894,56.404618
COL6,COL6 - Mainstem. 40m upstream of Island. ?From path up to drainage channel.,unknown,,Mainstem. 40m upstream of Island. ?From path up to drainage channel.,156600,730400,-5.946475,56.402929
COL7,"COL7 - Mainstem at Uluvalt. Riffle, run & glide downstream of pool. Middle of point bar to large bolder in midstream",unknown,,"Mainstem at Uluvalt. Riffle, run & glide downstream of pool. Middle of point bar to large bolder in midstream",154900,729700,-5.973299,56.395776
COL8,COL8 - Upstream of road bridge at Lub Fhinn.,unknown,,Upstream of road bridge at Lub Fhinn.,154400,729300,-5.981004,56.391932
Carr 1,"Carr 1 - Mainstem, 50m downstream of road bridge",unknown,,"Mainstem, 50m downstream of road bridge",179890,637600,-5.493885,55.58216
Carr 10,Carr 10 - Allt a Chaoruinn. Upstream of confluence.,unknown,,Allt a Chaoruinn. Upstream of confluence.,178848,642562,-5.514364,55.626189
Carr 11,Carr 11 - Allt Clach-ghuail. Upstream of road bridge to falls,unknown,,Allt Clach-ghuail. Upstream of road bridge to falls,178898,643000,-5.513923,55.63014
Carr 12,Carr 12 - Mainstem. Downstream of forestry brige above Auchenbreck,unknown,,Mainstem. Downstream of forestry brige above Auchenbreck,178386,644342,-5.523121,55.641943
Carr 13,Carr 13 - Mainstem adjacent to forestry road from triangular rock.,unknown,,Mainstem adjacent to forestry road from triangular rock.,177591,645511,-5.536673,55.652063
Carr 5,Carr 5 - Barnfield Burn,unknown,,Barnfield Burn,179174,639193,-5.506496,55.596123
Carr 6,"Carr 6 - Rhonadale Burn, adjacent to forestry track",unknown,,"Rhonadale Burn, adjacent to forestry track",178263,638821,-5.520626,55.592373
Carr 7,Carr 7 - Mainstem downstream of kilmicheal Bridge. Fished run & riffle on right bank for 5 mins.,unknown,,Mainstem downstream of kilmicheal Bridge. Fished run & riffle on right bank for 5 mins.,179057,640707,-5.509563,55.609648
Carr 8,Carr 8 - Abhainn Bheag. Upstream of ford on right hand bend.,unknown,,Abhainn Bheag. Upstream of ford on right hand bend.,178819,640690,-5.51332,55.609387
Carr 9a,Carr 9a - Mainstem downstream of cemetery. Fished from top of Island on left hand bank for 5 mins.,unknown,,Mainstem downstream of cemetery. Fished from top of Island on left hand bank for 5 mins.,179342,641677,-5.505824,55.618477
Carr 9b,Carr 9b - Cemetery Burn,unknown,,Cemetery Burn,179358,641697,-5.505587,55.618663
Carr2a,Carr2a - Sawmill Burn Lower,unknown,,Sawmill Burn Lower,180238,637871,-5.48859,55.584748
Carr2b,Carr2b - Sawmill Burn upper,unknown,,Sawmill Burn upper,180200,638030,-5.489319,55.586157
Carr3,Carr3 - Mainstem at Tosh's Park. Downstream of Riht bend below electricity pylon. Fished top riffle for 5 mins.,unknown,,Mainstem at Tosh's Park. Downstream of Riht bend below electricity pylon. Fished top riffle for 5 mins.,179409,637973,-5.501798,55.585288
Carr4,"Carr4 - Mainstem, 50m upstream of power sub-station. Fished inside of Left hand bend, 20m upstream of power line to pool for 5 mins.",unknown,,"Mainstem, 50m upstream of power sub-station. Fished inside of Left hand bend, 20m upstream of power line to pool for 5 mins.",179233,638612,-5.505097,55.590939
Clach 1,Clach 1 - Smolt Farm,unknown,,Smolt Farm,168750,640350,-5.672543,55.60166
Clachaig 1,Clachaig 1 - Under road bridge to waterfall,unknown,,Under road bridge to waterfall,168000,640250,-5.684337,55.600406
Clachaig 2,Clachaig 2 - High Clachaig,unknown,,High Clachaig,169850,641000,-5.655664,55.608009
Clachaig 3,Clachaig 3 - Upstream of fence-line at high Clachaig,unknown,,Upstream of fence-line at high Clachaig,169900,664100,-5.674288,55.815164
Clachan 1,Clachan 1 - Lower mainstem. Upstream of bend at stone wall,unknown,,Lower mainstem. Upstream of bend at stone wall,175724,656186,-5.575022,55.746935
Clachan 4,Clachan 4 - Upstream from garden on LB,unknown,,Upstream from garden on LB,176385,656035,-5.56439,55.745886
Clachan 6,Clachan 6 - Balinakil,unknown,,Balinakil,177382,656299,-5.548754,55.748713
Claon 1,Claon 1 - 50m upstream of road bridge,unknown,,50m upstream of road bridge,187007,656608,-5.39594,55.755815
Claon 2,Claon 2 - Mainstem at Auchavae - upstream of bridge,unknown,,Mainstem at Auchavae - upstream of bridge,186666,657418,-5.401997,55.76293
Claon 3,Claon 3 - Bruiland - 20m upstream of confluence with tributary,unknown,,Bruiland - 20m upstream of confluence with tributary,186798,657998,-5.40035,55.76819
Claon 4,Claon 4 - Searmonaiche - below bridge,unknown,,Searmonaiche - below bridge,185900,658200,-5.414796,55.769605
Claon 6,Claon 6 - Below junction with Larochmor Burn,unknown,,Below junction with Larochmor Burn,185400,658300,-5.42283,55.77028
Conie 6,Conie 6 - tributary at Kilervan,unknown,,tributary at Kilervan,169321,612134,-5.640075,55.348912
Conieglen9,Conieglen9 - Homeston,unknown,,Homeston,167677,615385,-5.668645,55.37729
Connie 7,Connie 7 - DS road bridge,unknown,,DS road bridge,168857,613788,-5.648742,55.363526
Crarae 1,Crarae 1 - Downstream of main road bridge.,unknown,,Downstream of main road bridge.,198800,697300,-5.238694,56.12589
Creran 2,Creran 2 - Mainstem. Downstream of first riffle below new Glen Ure track bridge.,unknown,,Mainstem. Downstream of first riffle below new Glen Ure track bridge.,204100,748550,-5.191788,56.587826
Creran 3,Creran 3 - Coilleveanach. Downstream of road bridge.,unknown,,Coilleveanach. Downstream of road bridge.,203000,748350,-5.209517,56.585571
Creran 4,Creran 4 - Mainstem of river. Downstream of Salachial (Island Pool).,unknown,,Mainstem of river. Downstream of Salachial (Island Pool).,205500,750900,-5.170796,56.609488
Creran 5,Creran 5 - mainstem of river downstream of forestry bridge and old fording point,unknown,,mainstem of river downstream of forestry bridge and old fording point,207100,751400,-5.145143,56.614634
Creran 6,Creran 6 - Upstream of Ford below forestry bridge,unknown,,Upstream of Ford below forestry bridge,206650,751600,-5.152614,56.616243
Creran 8,Creran 8 - Downstream of Fording point,unknown,,Downstream of Fording point,204900,747900,-5.178293,56.582329
Douglas 1,Douglas 1 - Mainstem - Down and upstream of track bridge,unknown,,Mainstem - Down and upstream of track bridge,207150,705300,-5.110379,56.201106
Douglas 2,Douglas 2 - Main River. Downstream of fording point at end of forestry track.,unknown,,Main River. Downstream of fording point at end of forestry track.,206500,704800,-5.120475,56.196356
Douglas 3,Douglas 3 - Right bank channel of Island downstream of the A83 Road,unknown,,Right bank channel of Island downstream of the A83 Road,205800,704800,-5.131738,56.196071
Douglas 4,Douglas 4 - Upstream of track bridge at confluence.,unknown,,Upstream of track bridge at confluence.,205600,704700,-5.134883,56.195093
Douglas 5,Douglas 5 - 50m downstream of salmon ladder,unknown,,50m downstream of salmon ladder,205400,705200,-5.138468,56.199497
Douglas 6,Douglas 6 - main river at confluence with Allt Fearna (site 7),unknown,,main river at confluence with Allt Fearna (site 7),204300,707300,-5.157719,56.217884
Douglas 7,Douglas 7 - mainstem,unknown,,mainstem,203850,707650,-5.165223,56.220839
Douglas 8,Douglas 8 - Tributary Stream,unknown,,Tributary Stream,204200,707200,-5.159255,56.216946
Duich 2,Duich 2 - 150m downstream of bridge in riffle & glide section.,unknown,,150m downstream of bridge in riffle & glide section.,131610,654600,-6.274332,55.710297
Duich 3,Duich 3 - Directly downstream of A846 road bridge. Fished up to bridge apron.,unknown,,Directly downstream of A846 road bridge. Fished up to bridge apron.,131800,654650,-6.271366,55.71085
Duich 4,Duich 4 - 10m upstream of A846 road bridge. Site started at metal pipe crossing watercourse,unknown,,10m upstream of A846 road bridge. Site started at metal pipe crossing watercourse,131850,654650,-6.270572,55.710878
Duich 5,Duich 5 - 120m upstream of A846 road bridge. Riffle & glide downstream of left hand bend.,unknown,,120m upstream of A846 road bridge. Riffle & glide downstream of left hand bend.,131950,654700,-6.269034,55.711381
ENC1,ENC1 - Upstream of track bridge,unknown,,Upstream of track bridge,179450,716550,-5.565373,56.28996
ENC2,ENC2 - 300m upstream of bridge - large tree on right bank,unknown,,300m upstream of bridge - large tree on right bank,179600,716450,-5.562871,56.289133
Esrag 1,Esrag 1 - Lower mainstem upstream of new bridge,unknown,,Lower mainstem upstream of new bridge,199060,735063,-5.263287,56.464725
Esrag 2,Esrag 2 - Upstream of mature Island,unknown,,Upstream of mature Island,198931,735281,-5.265545,56.466626
Esrag 3,Esrag 3 - Upstream of road bridge in right side of braided channel,unknown,,Upstream of road bridge in right side of braided channel,198743,735733,-5.26894,56.4706
Esrag 4,Esrag 4 - At head of mature Island,unknown,,At head of mature Island,198691,735957,-5.269955,56.472587
Esrag 7,Esrag 7 - Water intake site upstream of left hand bend,unknown,,Water intake site upstream of left hand bend,198654,736587,-5.271041,56.478221
Euch 1,Euch 1 - Lower mainstem. 200m downstream of Rarae Bridge.,unknown,,Lower mainstem. 200m downstream of Rarae Bridge.,182750,721300,-5.516079,56.334077
Euch 2,Euch 2 - Upstream of Keepers Cottage garden fence,unknown,,Upstream of Keepers Cottage garden fence,182800,721500,-5.515437,56.335893
Euch 3,Euch 3 - Downstream of old caravan at Lagganmore,unknown,,Downstream of old caravan at Lagganmore,184440,719790,-5.487561,56.321308
Euch 5,Euch 5 - downstream of track bridge,unknown,,downstream of track bridge,191200,720300,-5.378863,56.328909
Euch 6,Euch 6 - 50m upstream of bridge,unknown,,50m upstream of bridge,192010,721350,-5.366617,56.338682
Euch 7,Euch 7 - Upstream of lower track bridge,unknown,,Upstream of lower track bridge,190700,720450,-5.387054,56.330033
Euchar 6,Euchar 6 - Upstream of road,unknown,,Upstream of road,187410,720540,-5.440235,56.329376
Euchar AE1,Euchar AE1 - 10m upstream of confluemce,unknown,,10m upstream of confluemce,183850,719700,-5.497008,56.320232
Euchar AE2,Euchar AE2 - Downstream of waterfall,unknown,,Downstream of waterfall,183900,719600,-5.49612,56.319358
Euchar RG1,Euchar RG1 - Confluence to debris dam,unknown,,Confluence to debris dam,183920,719700,-5.495879,56.320264
Euchar RG3,Euchar RG3 - Left hand braid at Island adjacent to lay-by of the A816,unknown,,Left hand braid at Island adjacent to lay-by of the A816,184977,718745,-5.478042,56.312181
FORSA1,FORSA1 - Mainstem at the Heap flight pond. 60m upstream of confluence with tributary stream.,unknown,,Mainstem at the Heap flight pond. 60m upstream of confluence with tributary stream.,159700,742600,-5.907594,56.513866
FORSA2,"FORSA2 - Downstream of track, from birch tree on left bank to large gorse bush.",unknown,,"Downstream of track, from birch tree on left bank to large gorse bush.",159750,742650,-5.906829,56.514339
FORSA3,FORSA3 - Mainstem at Kilbeg. 50m Upstream of watergate.,unknown,,Mainstem at Kilbeg. 50m Upstream of watergate.,160700,741000,-5.88991,56.500034
FORSA4,FORSA4 - Mainstem at Delfour. Upstream from fording point to weir,unknown,,Mainstem at Delfour. Upstream from fording point to weir,160900,739500,-5.885292,56.486691
FORSA5,FORSA5 - From Fording point 30m upstream of track bridge to riffle ford point.,unknown,,From Fording point 30m upstream of track bridge to riffle ford point.,161100,738700,-5.881319,56.479622
FORSA6,FORSA6 - Tributary of River Forsa at Tomsleibhe. Upstream of fording point,unknown,,Tributary of River Forsa at Tomsleibhe. Upstream of fording point,161800,737900,-5.86925,56.472805
FORSA7,FORSA7 - Rhoail,unknown,,Rhoail,163300,737200,-5.844321,56.467286
FORSA8,FORSA8 - North fork. 100m upstream of confluence between 2 large bolders.,unknown,,North fork. 100m upstream of confluence between 2 large bolders.,163600,736400,-5.838739,56.460266
FORSA9,FORSA9 - Upstream of bedrockat fork of river to large bolder on right bank downstream of ford.,unknown,,Upstream of bedrockat fork of river to large bolder on right bank downstream of ford.,163500,736300,-5.840267,56.459319
FinF1,FinF1 - 30m downstream from roadbridge.,unknown,,30m downstream from roadbridge.,190300,704200,-5.380624,56.184117
FinF2,"FinF2 - Tributary - downstream of road crossing on the straightened channel, the site was fished 20m downstream of a watergate",unknown,,"Tributary - downstream of road crossing on the straightened channel, the site was fished 20m downstream of a watergate",190100,704200,-5.383841,56.184029
FinF3,FinF3 - upstream of impassable falls and farm steading. 50m upstream from wooden bridge at farm,unknown,,upstream of impassable falls and farm steading. 50m upstream from wooden bridge at farm,190300,703900,-5.380387,56.181426
Glenrosa 1,Glenrosa 1 - Coire Fhraoich - upstream of water pipeline,unknown,,Coire Fhraoich - upstream of water pipeline,198600,638300,-5.19808,55.596535
Glenrosa 2,Glenrosa 2 - Shallow riffle section below sheep dip,unknown,,Shallow riffle section below sheep dip,199500,638000,-5.183602,55.594215
Glenrosa 3,Glenrosa 3 - Below Glenrosa campsite,unknown,,Below Glenrosa campsite,200350,637500,-5.169773,55.590078
Glenshurig 1,Glenshurig 1 - - tributary of Glenrosa Water - Downstream of road bridge,unknown,,- tributary of Glenrosa Water - Downstream of road bridge,200300,636900,-5.170131,55.584675
Iorsa 1,Iorsa 1 - tributary of Iorsa Water - downstream of fording point,unknown,,tributary of Iorsa Water - downstream of fording point,188700,637600,-5.354377,55.586061
Iorsa 2,Iorsa 2 - - Tributary of Iorsa Water - Downstream of fording point,unknown,,- Tributary of Iorsa Water - Downstream of fording point,189500,638000,-5.342012,55.589995
Iorsa 3,Iorsa 3 - left half (looking downstream) of flow at mature island,unknown,,left half (looking downstream) of flow at mature island,189900,638100,-5.335753,55.591065
J Lussa 10,J Lussa 10 - 50m downstream of gorge,unknown,,50m downstream of gorge,162987,691480,-5.808402,56.057285
J Lussa 11,J Lussa 11 - Upper mainstem - upstream of impassable waterfall,unknown,,Upper mainstem - upstream of impassable waterfall,162692,691900,-5.8135,56.060904
J Lussa 2,J Lussa 2 - Lower mainstem - upstream of left-hand bend,unknown,,Lower mainstem - upstream of left-hand bend,164533,687964,-5.780544,56.026527
J Lussa 3,J Lussa 3 - Lower mainstem - below pool situated downstream of the Grundale Burn confluence,unknown,,Lower mainstem - below pool situated downstream of the Grundale Burn confluence,161540,688324,-5.828778,56.028274
J Lussa 4,J Lussa 4 - 50m upstream of confluence with Lussa River,unknown,,50m upstream of confluence with Lussa River,164028,688285,-5.788911,56.029156
J Lussa 5,J Lussa 5 - Lower mainstem - 100m upstream of Allt Grundale confluence,unknown,,Lower mainstem - 100m upstream of Allt Grundale confluence,164138,688363,-5.787218,56.029909
J Lussa 6,J Lussa 6 - Upstream of waterfall - situated directly upstream of ford,unknown,,Upstream of waterfall - situated directly upstream of ford,163140,688953,-5.803718,56.034706
J Lussa 7,J Lussa 7 - 500m upstream of site 6,unknown,,500m upstream of site 6,162591,689450,-5.812948,56.03889
J Lussa 8,J Lussa 8 - Mainstem - 100m upstream of fishing loch,unknown,,Mainstem - 100m upstream of fishing loch,164201,689525,-5.787231,56.040358
J Lussa 9,"J Lussa 9 - Upper mainstem, approx 1km upstream od site 8",unknown,,"Upper mainstem, approx 1km upstream od site 8",163903,690816,-5.793141,56.051785
Jur Lussa 1,Jur Lussa 1 - Lower mainstem - downstream of cemetary at Inverlussa,unknown,,Lower mainstem - downstream of cemetary at Inverlussa,164452,687035,-5.781025,56.018158
Kilfinan 1A,Kilfinan 1A - Downstream of Hotel Burn confluence (site 2),unknown,,Downstream of Hotel Burn confluence (site 2),193300,679200,-5.313061,55.961192
Kilfinan 1B,Kilfinan 1B - 10m upstream of site 1A,unknown,,10m upstream of site 1A,193310,679300,-5.312978,55.962093
Kilfinan 1C,Kilfinan 1C - 10m upstream of site 1B,unknown,,10m upstream of site 1B,193320,679300,-5.312818,55.962097
Kilfinan 2A,Kilfinan 2A - Downstream of footbridge,unknown,,Downstream of footbridge,193350,679150,-5.312223,55.960765
Kilfinan 2B,Kilfinan 2B - Upstream of footbridge,unknown,,Upstream of footbridge,193400,679100,-5.311385,55.960338
Kilfinan 2C,"Kilfinan 2C - Downstream of roadbridge, braided channel off of main river upstream of Hotel Burn confluence",unknown,,"Downstream of roadbridge, braided channel off of main river upstream of Hotel Burn confluence",193400,679200,-5.311462,55.961235
Kinglas 1,Kinglas 1 - Upstream of lower footbridge,unknown,,Upstream of lower footbridge,217900,710600,-4.940994,56.252894
Kinglas 10,Kinglas 10 - 50m downstream of Abyssinia ruin,unknown,,50m downstream of Abyssinia ruin,225400,711800,-4.820893,56.266478
Kinglas 1a,"Kinglas 1a - Little dam, downstream of weir",unknown,,"Little dam, downstream of weir",217800,710300,-4.942399,56.250164
Kinglas 4,"Kinglas 4 - Mainstem - 600m upstream of telephone exchange, 200m upstream of forestry block on RB",unknown,,"Mainstem - 600m upstream of telephone exchange, 200m upstream of forestry block on RB",221800,709600,-4.877458,56.2454
Kinglas 5,Kinglas 5 - Mainstem - 100m upstream of forestry fence on RB,unknown,,Mainstem - 100m upstream of forestry fence on RB,222400,709500,-4.867722,56.244728
Kinglas 5a,Kinglas 5a - 50m upstream of new fenceline at top of old military road,unknown,,50m upstream of new fenceline at top of old military road,222800,709500,-4.861276,56.244877
Kinglas 6,Kinglas 6 - 100m upstream of Butterbridge (confluence with Kinglas mainstem),unknown,,100m upstream of Butterbridge (confluence with Kinglas mainstem),223500,709400,-4.849928,56.24424
Kinglas 6A,Kinglas 6A - Lower portion of south braid of mature Island,unknown,,Lower portion of south braid of mature Island,223500,709450,-4.849961,56.244689
Kinglas 6B,Kinglas 6B - Lower portion of North braid of mature Island,unknown,,Lower portion of North braid of mature Island,223500,709500,-4.849995,56.245138
Kinglas 7,Kinglas 7 - 10m upstream of confluence with Kinglas Water,unknown,,10m upstream of confluence with Kinglas Water,223750,709500,-4.845966,56.24523
Kinglas 8,Kinglas 8 - Kinglas Water - 20m upstream of water gate,unknown,,Kinglas Water - 20m upstream of water gate,223750,709700,-4.846099,56.247025
Kinglas 9,Kinglas 9 - Mature Island downstream of sheiling on LB,unknown,,Mature Island downstream of sheiling on LB,224200,710100,-4.839112,56.250781
Kinglas 9a,Kinglas 9a - Main River opposite small sheiling,unknown,,Main River opposite small sheiling,224300,710300,-4.837634,56.252613
Kinglass 1,Kinglass 1,unknown,,,210400,736600,-5.080642,56.483212
Kinglass 10,Kinglass 10 - cross river at  Acharn Ruin bridge and stream is lthird upstream from this point.,unknown,,cross river at  Acharn Ruin bridge and stream is lthird upstream from this point.,213500,735700,-5.029735,56.476376
Kinglass 11,Kinglass 11,unknown,,,213900,735800,-5.023322,56.477431
Kinglass 11A,Kinglass 11A - Upstream of dead alder and leaning Rowan on right bank,unknown,,Upstream of dead alder and leaning Rowan on right bank,214000,735900,-5.021772,56.478368
Kinglass 12,Kinglass 12 - downstream of road culvert,unknown,,downstream of road culvert,214200,736200,-5.018743,56.481138
Kinglass 14,Kinglass 14 - Site located directly downstream of roadbridge on right channel.,unknown,,Site located directly downstream of roadbridge on right channel.,215300,737500,-5.00183,56.493234
Kinglass 14A,Kinglass 14A - Upstream of track bridge,unknown,,Upstream of track bridge,215300,737600,-5.001901,56.494131
Kinglass 15,"Kinglass 15 - Downstream of Glenkinglass Lodge, alongside track",unknown,,"Downstream of Glenkinglass Lodge, alongside track",216300,738200,-4.986105,56.499906
Kinglass 16,Kinglass 16,unknown,,,216700,738400,-4.979758,56.501856
Kinglass 16A,"Kinglass 16A - Directly behind Lodge, Upstream of hatchery fence to footbridge",unknown,,"Directly behind Lodge, Upstream of hatchery fence to footbridge",216500,738100,-4.982791,56.499086
Kinglass 16B,"Kinglass 16B - Downstream of Forestry section, alongside pheasant penn",unknown,,"Downstream of Forestry section, alongside pheasant penn",216300,737900,-4.985894,56.497214
Kinglass 17,Kinglass 17 - 10 up from confluence,unknown,,10 up from confluence,216800,738300,-4.978065,56.500998
Kinglass 18A,Kinglass 18A - Downstream of Footbridge,unknown,,Downstream of Footbridge,218600,740100,-4.950119,56.517845
Kinglass 19,Kinglass 19,unknown,,,218600,740400,-4.950329,56.520536
Kinglass 2,Kinglass 2 - confluence upstream to fording point,unknown,,confluence upstream to fording point,211100,736400,-5.069147,56.4817
Kinglass 4,Kinglass 4 - next burn up glen road from Narrachan Burn. Site is located directly downstream from wooden bridge and ford.,unknown,,next burn up glen road from Narrachan Burn. Site is located directly downstream from wooden bridge and ford.,211500,736300,-5.06259,56.480963
Kinglass 5,Kinglass 5,unknown,,,212200,735600,-5.050737,56.474962
Kinglass 6,Kinglass 6 - Site located on stream that enter mainriver downstream of Acharn Ruin. Cross bridge at Acharn and head downstream.,unknown,,Site located on stream that enter mainriver downstream of Acharn Ruin. Cross bridge at Acharn and head downstream.,212400,735600,-5.047495,56.475042
Kinglass 7,Kinglass 7,unknown,,,212900,735800,-5.039533,56.477035
Kinglass 8,Kinglass 8 - Opposiite Acharn Ruin,unknown,,Opposiite Acharn Ruin,213000,735650,-5.037804,56.475729
Kinglass 9,Kinglass 9,unknown,,,213000,735600,-5.037769,56.475281
L.Awe 102,L.Awe 102 - 50m downstream of roadbridge - started fishing at ford.,unknown,,50m downstream of roadbridge - started fishing at ford.,198200,712400,-5.259807,56.261082
L.Awe 105B,L.Awe 105B,unknown,,,200500,713100,-5.223267,56.268332
L.Awe 108,L.Awe 108 - un-named tributary of Loch Awe - qualitative fishing above and below roadbridg / culvert.,unknown,,un-named tributary of Loch Awe - qualitative fishing above and below roadbridg / culvert.,199800,714200,-5.235385,56.277905
L.Awe 110,L.Awe 110 - started fishing 10m upstream from roadbridge.,unknown,,started fishing 10m upstream from roadbridge.,200500,714900,-5.224627,56.284479
L.Awe 112,L.Awe 112 - - tributary of Loch Awe - 10m downstream from roadbridge,unknown,,- tributary of Loch Awe - 10m downstream from roadbridge,200400,715400,-5.226618,56.288921
L.Awe 114,L.Awe 114 - - tributary of Loch Awe - 20m upstream from road bridge,unknown,,- tributary of Loch Awe - 20m upstream from road bridge,200900,716100,-5.219082,56.295411
L.Awe 116,L.Awe 116 - - tributary of Loch Awe - started fishing 10m upstream from road culvert.,unknown,,- tributary of Loch Awe - started fishing 10m upstream from road culvert.,201100,716300,-5.216006,56.297289
L.Awe 118A,L.Awe 118A - Balliemaenoch - directly downstream of road bridge - fished up to tail of pool below bridge.,unknown,,Balliemaenoch - directly downstream of road bridge - fished up to tail of pool below bridge.,201200,716600,-5.214619,56.300021
L.Awe 118B,L.Awe 118B - Balliemaenoch - above road. Started fishing upstream from roadbridge.,unknown,,Balliemaenoch - above road. Started fishing upstream from roadbridge.,201200,716800,-5.21477,56.301816
L.Awe 119,L.Awe 119 - un-named tributary of Loch Awe - started 50m upstream from Balliemaenoch Cottage,unknown,,un-named tributary of Loch Awe - started 50m upstream from Balliemaenoch Cottage,201200,716900,-5.214845,56.302713
L.Awe 120,L.Awe 120 - by Crow Island - site fished 5m upstream of roadbridge.,unknown,,by Crow Island - site fished 5m upstream of roadbridge.,201000,717100,-5.218223,56.304423
L.Awe 121,L.Awe 121 - 10m upstrream of road bridge.,unknown,,10m upstrream of road bridge.,200800,717300,-5.221601,56.306133
L.Awe 13,L.Awe 13 - Road crosses stream north of Larach Bhan. Site started 5m upstream from bridge.,unknown,,Road crosses stream north of Larach Bhan. Site started 5m upstream from bridge.,207100,723600,-5.124557,56.365254
L.Awe 140A,L.Awe 140A - - Rockhill Farm Burn - downstream from Rockhill farm. Site fished located 20m downstream of culvert section .,unknown,,- Rockhill Farm Burn - downstream from Rockhill farm. Site fished located 20m downstream of culvert section .,207300,721900,-5.120077,56.350085
L.Awe 141T2A,"L.Awe 141T2A - tributary of Cladich River - tributary of Loch Awe, 200m downstream of roadbridge.",unknown,,"tributary of Cladich River - tributary of Loch Awe, 200m downstream of roadbridge.",208600,721600,-5.098856,56.347921
L.Awe 143A,L.Awe 143A - site fished uupstream of road bridge and started under old-disused bridge.,unknown,,site fished uupstream of road bridge and started under old-disused bridge.,211200,723400,-5.058144,56.365114
L.Awe 14B,L.Awe 14B - Upstream of road. Site on small island below waterfalls.,unknown,,Upstream of road. Site on small island below waterfalls.,207000,723700,-5.126246,56.36611
L.Awe 14C,L.Awe 14C - Upstream of waterfall,unknown,,Upstream of waterfall,206900,723700,-5.127863,56.366069
L.Awe 23B,L.Awe 23B,unknown,,,203500,723500,-5.182664,56.362875
L.Awe 27,"L.Awe 27 - At Collaig forestry car park. Site is located upstream of the bridge, starting fishing 5m up to waterfall.",unknown,,"At Collaig forestry car park. Site is located upstream of the bridge, starting fishing 5m up to waterfall.",201700,720500,-5.209489,56.335214
L.Awe 27B,L.Awe 27B - Upstream of falls,unknown,,Upstream of falls,201600,720600,-5.211179,56.336069
L.Awe 28,L.Awe 28 - Burn that enters loch at Rubh a Eoin - site started approximately 15m upstream from roadbridge.,unknown,,Burn that enters loch at Rubh a Eoin - site started approximately 15m upstream from roadbridge.,200800,719300,-5.223114,56.324073
L.Awe 29,"L.Awe 29 - Second burn north of Inverinan. Site located below road, 20 yards from Loch",unknown,,"Second burn north of Inverinan. Site located below road, 20 yards from Loch",200500,718600,-5.227426,56.317667
L.Awe 32A,L.Awe 32A - (Inverinan burn). Below Falls. site is located 10m downstream of roadbridge across the Inverinan burn.,unknown,,(Inverinan burn). Below Falls. site is located 10m downstream of roadbridge across the Inverinan burn.,199800,717500,-5.237889,56.307505
L.Awe 32B,L.Awe 32B,unknown,,,198700,717700,-5.255791,56.308834
L.Awe 33B,L.Awe 33B,unknown,,,199200,716700,-5.246961,56.300076
L.Awe 35,L.Awe 35,unknown,,,199500,715900,-5.241513,56.293027
L.Awe 38A,L.Awe 38A - tributary of Loch Awe - site started upstream of roadbridge across River Avich where small tributary enters from the right.,unknown,,tributary of Loch Awe - site started upstream of roadbridge across River Avich where small tributary enters from the right.,197100,714100,-5.27884,56.275861
L.Awe 38B,L.Awe 38B,unknown,,,196000,714300,-5.296729,56.277184
